,company_name,date_posted,rating,review_title,job_position,job_location,pro_review,con_review
0,NCS,,4.0,All good except salary,Applications Engineer,Singapore,"Good working environment , management is good","No work life balance , salary not attractive compare to other company"
0,NCS,,3.0,Not recommended,Software Engineer,Singapore,There was some training to prepare fresh grads at the bootcamp,"Tight project deadlines, heavily understaffed"
0,NCS,,4.0,Working with NCS,Senior Software Engineer,Singapore,Friendly Culture Learning opportunities On the job training,"Most of the project requires onsite, no hybrid Work life balance"
0,NCS,,3.0,software engineer,Software Engineer,Singapore,good learning ground for fresh grads,not much growth opportunities lack of recognition pay not competitive
0,NCS,,3.0,Project dependent,Software Engineer,Singapore,This company is very project dependent. Get a good project with a nice leader and you're good. Extremely easy to get in. Even people with non coding certificates are able to get in after taking coding lessons.,There are quite a lot of bad projects you can get into. Work with government clients so alot of the tech is pretty old. High turnover rate.
0,NCS,,3.0,Projects decide your workload,Software Engineer,"Ang Mo Kio New Town,","Some projects heavy workload can learn a lot at the expense of heavy OT, some projects light workload, work life balance.",Working hours can be terrible depending on project. Yearly increment terrible.
0,NCS,,3.0,Good company,Senior Applications Developer,Singapore,"Service based company, so all depends on client.",Not much provision to contract employees.
0,NCS,,3.0,Good company,Senior Applications Developer,Singapore,"Service based company, so all depends on client.",Not much provision to contract employees.
0,NCS,,4.0,very good,Software Testing Engineer,Singapore,very good company to be,too much work pressure is there
0,NCS,,3.0,Ok,Test Analyst,Singapore,- Good starting point in SG.,"- Really depends on your project, but work-life balance is non-existent. Last project, I can't even take 1 day leave. - No appraisal. - No engagement activities."
0,NCS,,3.0,Decent workplace,Software Engineer,Singapore,avg pay good colleagues decent benefits,poor management low increment decent benefits con - nothing else
0,NCS,,3.0,Happiness depends on the project,Senior Software Engineer,"Ang Mo Kio New Town,",Use some of the new technologies in the project which is good and the facilities are nice as well. Projects are mostly government and banks which are stable.,"Lots of politics, toxic environment, no work life balance. An example of this is ERP2 project the bosses there are so bad and that's why the turn over rate are high. HR and higher management won't do anything even if you complain."
0,NCS,,4.0,Tech Lead,Lead Sales Solution Architect,Singapore,Many learning opportunities Good pay Good team. Colleagues Flexible work arrangements,Strict Timelog process Lack training funds
0,NCS,,5.0,Great place to work,Software Engineer,Singapore,Friendly work environment with nice Colleagues. Good work-life balance. Lots of career progression and opportunities. Have discounts for all the Singtel packages.,WFH is allowed only on Friday and will not allow to WFH when you are in overseas.
0,NCS,,4.0,Positive Experiance,Senior Cloud Engineer/Architect,Singapore,Good Quality Works Good Learning Good Technical skill improvement Good Knowledge sharing Good process orientations,If delayed Can be a bit boring Sole Responsibility No Help No one to motivate
0,NCS,,1.0,Excellent,Software Engineer,"Ang Mo Kio New Town,",Excellent work place for fresh graduates,No work life balance work place for fresh graduates
0,NCS,,5.0,Environment,Senior Software Engineer,Singapore,Nice and comfy place to work,Salary lower than average status
0,NCS,,4.0,"Great working experience, but not that great for personal development",Applications Developer,Singapore,"Very standardized workflow. HR & managers are very professional. Friendly co-workers, fantastic working environment. Free coffee in the pantry. In-house food court is nice.","You feel like a small gear of a big machine. You may spin smoothly, but not getting anywhere It's very difficult for you to try new technologies and think out of the grid. Minor: Far from hawker centers."
0,NCS,,4.0,Decent,Engineer,"Ang Mo Kio New Town,",Work life balance when I'm there,Middle management keep leaving and changing.
0,NCS,,4.0,feedback,Software Engineer,Singapore,work-life balance at ncs. good teammate,sometime the processing is slow
0,NCS,,4.0,Great for graduates,Senior Software Engineer,Singapore,Has a graduate program called Nucleus which helps to nurture new hires. Work processes can be flexible depending on your projects.,Deadlines are quite rushed and even new project members are expected to learn the more complex aspects of the project if it is required at the point in time.
0,NCS,,3.0,Based on project,Software Engineer,Singapore,Stable work and income with bonus. friendly and helpful coworker,Promotion based on your project. Work life balance is based on your project
0,NCS,,4.0,Good company,Software Developer,Singapore,getting the salary at right time no disturbances,no much carrier programs to develop
0,NCS,,3.0,company,Devops Engineer,Singapore,good working env and very friendly,no very competition salary as developer
0,NCS,,4.0,NCS Review,Software Engineer,Singapore,Friendly environment with nice and approachable people,Long hours and no WFH benefits
0,NCS,,4.0,Not perfect yet but there are efforts to make changes towards the better.,Software Engineer,Singapore,"Unlike other companies that practise ""No Action Talk Only"". NCS are actually taking real efforts to make changes towards the better, they are sincere about this and have actually implemented policies to make these changes, it might need more time for people to feel the change.","Typical IT sector lacking of manpower and hard to find personnel, at times employees can feel overworked. They are trying their best to get more people in though, hopefully this will change things."
0,NCS,,3.0,Tough job,Solution Architect,Singapore,Pay is not too bad.,Always rushing and having meetings even on weekends.
0,Micron Technology,,5.0,Good,Design Verification Engineer,Singapore River,"Good, good work life balance there",Good work life balance at micron
0,Micron Technology,,2.0,Not as good as before,Senior Automation Engineer,Singapore,Great knowledge development from many years. Stocks can be accumulated from long years of service. Food benefit of $2.5 every day. Stable job.,"I did not think Micron will have cons, but comparing to Infineon and Globalfoundaries which are also in downturn and doing badly, Micron has developed many cons in last 2 years 1. Salary is VERY low compared to market. 2. Micron prefers fresh hires and don't adjust salary compared to youngsters or Fresh Hires. This pay revision cycle I got 3% raise compared to my junior who got 9% raise. Both of us no promotion and but of us high rating of 4. So you can see clear differentiation. 3. No OT allowed to enter, even if you work extra hours. No time-off and no compensation of any kind. 4. No Micron points (Bravo) anymore. So if you collaborate with other teams, the maximum you will get is a stupid email of appreciation. No spot bonus also. 5. Biggest issue of all: no FAIR promotion. The people who get promoted are those have HIGH visibility and those who impress bosses. Cliche roles like automation which do not see immediate gains, will be ignored."
0,Micron Technology,,5.0,Strength and Weakness,Senior Engineer,Singapore,"Good company, It spends millions of dollars on wellness yearly to ensure the work-life balance and employees' development.",It is an old company with too many systems and weak data architecture. It is hard to build improvements on top of the existing infrastructure.
